final_title,combined_features
Mission: Impossible II,Adventure Action Thriller terror spain cia helicopter secret identity skyscraper undercover island ex-lover secret mission dying and death secret agent computer duel lethal virus violence rescue team agent car research laboratory
The Perfect Storm,Drama u.s. air force grocery jamaican meteorologist rescue boat marina city hall the flemish cap male camaraderie storm at sea
Fantastic 4: Rise of the Silver Surfer,Adventure Fantasy Action Thriller fire helicopter surfboard mask satellite airplane transformation forest resurrection marvel comic sequel superhero based on comic book outer space wedding explosion scientist interrogation double cross fantastic four military earth in peril superhuman strength duringcreditsstinger invisibility silver surfer forcefield elasticity absorbing power
Life of Pi,Adventure Drama Action ocean shipwreck hindu tiger faith zookeeper teenage boy cargo ship lifeboat injured animal
Ghost Rider,Thriller Action Fantasy Horror mephisto religion and supernatural dying and death devil's son ghost world stunts flame based on comic book
Jason Bourne,Action Thriller assassin amnesia flashback
Charlie's Angels: Full Throttle,Action Adventure Comedy robbery secret identity secret agent
Prometheus,Science Fiction Adventure Mystery android dystopia alien spin off creation emergency surgery aftercreditsstinger stasis archeological dig god complex cave drawing genetic mutation origins of life
Stuart Little 2,Family Adventure Animation Comedy mouse falcon bird friendship family
Elysium,Science Fiction Action Drama Thriller dystopia space station class conflict
The Chronicles of Riddick,Action Science Fiction prison dystopia matter of life and death outer space intergalactic travel
RoboCop,Action Science Fiction cyborg future dystopia police remake violence detroit
Speed Racer,Action Family Science Fiction car race loss of brother chimp family duringcreditsstinger woman director
How Do You Know,Comedy Drama Romance love triangle baseball athlete aftercreditsstinger
Knight and Day,Action Comedy spy airport gas station garage pilot chase secret agent rope exploding building car chase police car boy genius duringcreditsstinger
Oblivion,Action Science Fiction Adventure Mystery spacecraft dystopia space drone imax human vs alien
Star Wars: Episode III - Revenge of the Sith,Science Fiction Adventure Action showdown death star vision cult figure hatred dream sequence expectant mother space opera chancel childbirth galactic war
Star Wars: Episode II - Attack of the Clones,Adventure Action Science Fiction senate investigation army death star jedi cult figure wedding violence kendo laser gun space opera spaceport teenage rebellion good becoming evil alien race mechanical hand yoda
"Monsters, Inc.",Animation Comedy Family monster infant energy supply company rivalry hijinks best friend scream conveyor belt energy company friend
The Wolverine,Action Science Fiction Adventure Fantasy japan samurai mutant world war i marvel comic superhero based on comic book superhuman duringcreditsstinger
Star Wars: Episode I - The Phantom Menace,Adventure Action Science Fiction prophecy senate queen taskmaster galaxy apprentice taxes space opera
The Croods,Adventure Animation Comedy Family Fantasy stone age daughter father prehistoric ancient world father daughter relationship family cavemen aftercreditsstinger duringcreditsstinger
Asterix at the Olympic Games,Fantasy Adventure Comedy Family competition greece colosseum olympic games emperor magic horse roman wild boar governance galier
Windtalkers,Drama Action History War japan world war ii radio transmission marine corps u.s. army code navajo pacific war
The Huntsman: Winter's War,Action Adventure Drama witch magic fairy tale snow white huntsman
Teenage Mutant Ninja Turtles,Science Fiction Action Adventure Fantasy Comedy martial arts terrorist hero mutation van turtle vigilante superhero based on comic book ninja new york city sewer reboot science experiment 3d
Gravity,Science Fiction Thriller Drama space mission loss space astronaut trapped in space
Dante's Peak,Action Adventure Thriller helicopter small town mayor evacuation motel lava volcano cabin lovers natural disaster partnership volcanologist rescue explosion scientist seismograph volcanic eruption rowboat catastrophe acid county fair abandoned mine volcanic ash
Teenage Mutant Ninja Turtles: Out of the Shadows,Fantasy Action Adventure Comedy brother brother relationship turtle sequel based on comic book ninja rat
Fantastic Four,Action Adventure Science Fiction teleportation transformation telekinesis portal marvel comic superhero based on comic book superhero team fantastic four body horror invisible woman
Night at the Museum,Action Adventure Comedy Family Fantasy museum skeleton night shift chaos genghis khan maya civilization natural history theodore roosevelt dinosaur based on children's book magical object security guard duringcreditsstinger inanimate objects coming to life
San Andreas,Action Drama Thriller california earthquake catastrophe disaster film 3d san andreas san andreas california rescue operation
Tomorrow Never Dies,Adventure Action Thriller london england england spy china news broadcast intelligence television missile manipulation of the media secret intelligence service special car tv station media tycoon navy motorcycle secret service hamburg germany
The Patriot,Drama History War Action rebel southern usa loss of son martial arts general loss of family passion insurgence french daughter south carolina british based on true story gore mission
Ocean's Twelve,Thriller Crime sequel fabergé egg dutch eastindian company second part golden egg goon
Mr. & Mrs. Smith,Action Comedy Drama Thriller bomb assassin secret identity secret assault rifle gun married couple hitman decoy marriage crisis marriage job dysfunctional marriage gunfight bullet wound
Insurgent,Adventure Science Fiction Thriller based on novel revolution dystopia sequel dystopic future young adult 3d divergent
The Aviator,Drama ladykiller pilot biography womanizer aviation phobia u.s. congress flying boat test flight
Gulliver's Travels,Comedy journalist forbidden love princess royal court 3d
The Green Hornet,Action Crime Comedy bomb martial arts assassin vandalism nightclub training knife party playboy superhero revenge trap violence kato car chase meth lab
300: Rise of an Empire,Action War based on graphic novel ancient greece duringcreditsstinger sea battle hand to hand combat minions naval warfare 3d
The Smurfs,Animation Family Adventure Comedy Fantasy moon magic based on comic book animation good vs evil smurf blue vortex mischief cat and mouse duringcreditsstinger
Home on the Range,Animation Family farm cow animal
Allegiant,Adventure Science Fiction based on novel revolution dystopia sequel dystopic future young adult based on young adult novel
Real Steel,Action Science Fiction Drama father son relationship fight sport robot prizefighting father son reunion robot fighting
The Smurfs 2,Fantasy Family Comedy Animation based on cartoon animation smurf
Speed 2: Cruise Control,Action Adventure Thriller boat cruise computer disaster diamond collision course
Ender's Game,Science Fiction Action Adventure based on novel intolerance chosen one child prodigy futuristic space science fiction alien invasion military school morality tale based on young adult novel
